180 kVp X-ray spectrum data of 12 degree tunsten target with 0.8 mmAl permanent filteration
Energy(keV),Fluence (cm⁻² keV⁻¹)
37.5, 12753929.59
37.6, 12755329.51
37.7, 12756471.04
37.8, 12757207.15
37.9, 12757596.95
38.0, 12757667.85
38.1, 12757426.95
38.2, 12756880.81
38.3, 12756053.13
38.4, 12754918.77
38.5, 12753471.34
38.6, 12751731.64
38.7, 12749713.48
38.8, 12747413.71
38.9, 12744858.95
39.0, 12742034.48
39.1, 12738943.96
39.2, 12735616.73
39.3, 12732031.64
39.4, 12728229.72
39.5, 12724223.74
39.6, 12719869.06
39.7, 12715226.15
39.8, 12710341.33
39.9, 12705204.97
40.0, 12698985.53
40.1, 12691702.52
40.2, 12684159.14
40.3, 12676403.72
40.4, 12668454.87
40.5, 12660320.25
40.6, 12652005.5
40.7, 12643485.47
40.8, 12634760.82
40.9, 12625834.16
41.0, 12616750.41
41.1, 12607487.7
41.2, 12598116.42
41.3, 12588612.04
41.4, 12578838.4
41.5, 12568830.45
41.6, 12558659.47
41.7, 12548318.04
41.8, 12537808.16
41.9, 12527118.06
42.0, 12516224.28
42.1, 12505171.22
42.2, 12493981.53
42.3, 12482639.82
42.4, 12471142.88
42.5, 12459488.84
42.6, 12447680.86
42.7, 12435726.02
42.8, 12423623.03
42.9, 12411391.11
43.0, 12399130.38
43.1, 12386766.26
43.2, 12374187.26
43.3, 12361440
43.4, 12348552.35
43.5, 12335527.92
43.6, 12322367.61
43.7, 12309021.87
43.8, 12295569.65
43.9, 12281987.52
44.0, 12268280.58
44.1, 12254463.42
44.2, 12240537.97
44.3, 12226500.51
44.4, 12212353.1
44.5, 12198087.86
44.6, 12183715.59
44.7, 12169244.09
44.8, 12154819.7
44.9, 12140324.52
45.0, 12125609.97
45.1, 12110697.36
45.2, 12095673.07
45.3, 12080538.81
45.4, 12065313.19
45.5, 12049957.38
45.6, 12034507.06
45.7, 12018963.32
45.8, 12003322.58
45.9, 11987603.63
46.0, 11971814.09
46.1, 11955946.94
46.2, 11939996.17
46.3, 11923949.26
46.4, 11907783.87
46.5, 11891553.75
46.6, 11875436.41
46.7, 11859274.83
46.8, 11842947.17
46.9, 11826477.25
47.0, 11809945.6
47.1, 11793334.47
47.2, 11776568.36
47.3, 11759746.65
47.4, 11742853.73
47.5, 11725907.37
47.6, 11708917.84
47.7, 11691862.13
47.8, 11674745.32
47.9, 11657576.01
48.0, 11640351.8
48.1, 11623055.74
48.2, 11605665.6
48.3, 11588234.02
48.4, 11570964.36
48.5, 11553640.68
48.6, 11536201.99
48.7, 11518656.33
48.8, 11501050.02
48.9, 11483329.81
49.0, 11465542.51
49.1, 11447709.42
49.2, 11429859.56
49.3, 11411960.08
49.4, 11394014.51
49.5, 11376030.21
49.6, 11358003.32
49.7, 11339949.05
49.8, 11321867.23
49.9, 11303707.46
50.0, 11285113.87
50.1, 11266113.73
50.2, 11247326.84
50.3, 11228516.77
50.4, 11209610.84
50.5, 11190628.34
50.6, 11171604.91
50.7, 11152481.16
50.8, 11133349.13
50.9, 11114194.71
51.0, 11095020.25
51.1, 11075839.27
51.2, 11056642.12
51.3, 11037435.94
51.4, 11018221.45
51.5, 10998995.14
51.6, 10979756.76
51.7, 10960476.65
51.8, 10941172.65
51.9, 10921926.95
52.0, 10902864.29
52.1, 10883779.03
52.2, 10864589.27
52.3, 10845329.37
52.4, 10826007.17
52.5, 10806654.19
52.6, 10787297.21
52.7, 10767949.33
52.8, 10748590.39
52.9, 10729231.94
53.0, 10709888.2
53.1, 10690536.3
53.2, 10671178.23
53.3, 10651828.79
53.4, 10632479.07
53.5, 10613094.92
53.6, 10593724.6
53.7, 10574396.77
53.8, 10555229.2
53.9, 10536053.6
54.0, 10516797.14
54.1, 10497478.35
54.2, 10478106.79
54.3, 10458742.68
54.4, 10439377.49
54.5, 10420015.1
54.6, 10400651.53
54.7, 10381290.91
54.8, 10361943.2
54.9, 10342605.47
55.0, 10323279.59
55.1, 10303972
55.2, 10284668.73
55.3, 10265313.24
55.4, 10245976.63
55.5, 10226734.64
55.6, 10207630.19
55.7, 10188525.98
55.8, 10169333.72
55.9, 10150044.38
56.0, 10130745.76
56.1, 10111462.68
56.2, 10092210.32
56.3, 10072967.33
56.4, 10053732.06
56.5, 10034506.05
56.6, 10015293.67
56.7, 9996120.266
56.8, 9976977.863
56.9, 9957850.524
57.0, 9938719.732
57.1, 9919557.952
57.2, 9900411.927
57.3, 9881359.383
57.4, 9862440.026
57.5, 9843536.58
57.6, 9824538.155
57.7, 9805471.262
57.8, 9786416.166
57.9, 309984377.8
58.0, 9748359.081
58.1, 9729367.269
58.2, 9710391.145
58.3, 9691441.936
58.4, 9672528.124
58.5, 9653635.134
58.6, 9634767.84
58.7, 9615919.647
58.8, 9597061.018
58.9, 9578188.931
59.0, 9559338.357
59.1, 9540603.416
59.2, 9521977.863
59.3, 543548959.3
59.4, 9484659.738
59.5, 9465923.147
59.6, 9447204.044
59.7, 9428510.416
59.8, 9409844.51
59.9, 9391209.067
60.0, 9372488.473
60.1, 9353666.668
60.2, 9334865.739
60.3, 9316087.833
60.4, 9297335.559
60.5, 9278631.064
60.6, 9259925.022
60.7, 9241223.902
60.8, 9222562.036
60.9, 9204021.017
61.0, 9185565.349
61.1, 9167114.322
61.2, 9148567.829
61.3, 9130027.022
61.4, 9111510.983
61.5, 9093018.302
61.6, 9074563.643
61.7, 9056138.283
61.8, 9037750.059
61.9, 9019388.817
62.0, 9001062
62.1, 8982765.837
62.2, 8964497.947
62.3, 8946253.392
62.4, 8928006.014
62.5, 8909779.708
62.6, 8891582.902
62.7, 8873523.935
62.8, 8855537.144
62.9, 8837520.616
63.0, 8819441.682
63.1, 8801375.788
63.2, 8783345.908
63.3, 8765349.422
63.4, 8747395.066
63.5, 8729473.798
63.6, 8711577.928
63.7, 8693708.73
63.8, 8675867.859
63.9, 8658054.454
64.0, 8640271.598
64.1, 8622522.895
64.2, 8604753.913
64.3, 8587022.303
64.4, 8569329.617
64.5, 8551770.176
64.6, 8534235.959
64.7, 8516705.016
64.8, 8499131.091
64.9, 8481588.947
65.0, 8464077.463
65.1, 8446592.232
65.2, 8429133.937
65.3, 8411703.024
65.4, 8394302.521
65.5, 8376934.284
65.6, 8359607.147
65.7, 8342311.878
65.8, 8325048.019
65.9, 8307807.835
66.0, 8290556.705
66.1, 8273337.214
66.2, 8256155.947
66.3, 8239125.273
66.4, 8222085.432
66.5, 8205091.235
66.6, 8188043.059
66.7, 8171017.576
66.8, 8154023.387
66.9, 72660537.3
67.0, 8120132.59
67.1, 8103236.135
67.2, 133270172.1
67.3, 8069535.2
67.4, 8052735.018
67.5, 8035966.864
67.6, 9427294.647
67.7, 9779759.555
67.8, 7985804.334
67.9, 7969128.141
68.0, 7952486.285
68.1, 7935972.003
68.2, 7919463.605
68.3, 7903001.136
68.4, 7886491.045
68.5, 7870007.155
68.6, 7853551.286
68.7, 7837123.465
68.8, 7820723.72
68.9, 7804365.136
69.0, 7788035.374
69.1, 7771741.633
69.2, 52223381.71
69.3, 7739266.933
69.4, 8507722.579
69.5, 6070587.444
69.6, 11197787.68
69.7, 5670389.187
69.8, 5664432.985
69.9, 5658729.313
70.0, 5652480.238
70.1, 5645702.442
70.2, 5638861.625
70.3, 5632010.818
70.4, 5625148.801
70.5, 5618277.166
70.6, 5611404.129
70.7, 5604519.149
70.8, 5597621.165
70.9, 5590710.355
71.0, 5583786.894
71.1, 5576860.674
71.2, 5570098.356
71.3, 5563399.836
71.4, 5556688.025
71.5, 5549964.696
71.6, 5543219.684
71.7, 5536513.94
71.8, 5529790.364
71.9, 5523063.564
72.0, 5516276.749
72.1, 5509483.76
72.2, 5502679.558
72.3, 5495871.208
72.4, 5489170.58
72.5, 5482509.79
72.6, 5475837.208
72.7, 5469150.817
72.8, 5462450.798
72.9, 5455743.447
73.0, 5449028.941
73.1, 5442277.74
73.2, 5435513.046
73.3, 5428737.174
73.4, 5421938.521
73.5, 5415187.809
73.6, 5408419.907
73.7, 5401652.247
73.8, 5394825.687
73.9, 5387989.198
74.0, 5381140.817
74.1, 5374280.714
74.2, 5367409.057
74.3, 5360530.899
74.4, 5353643.523
74.5, 5346748.184
74.6, 5339849.17
74.7, 5332940.468
74.8, 5326033.896
74.9, 5319134.371
75.0, 5312235.251
75.1, 5305305.073
75.2, 5298376.258
75.3, 5291485.037
75.4, 5284583.834
75.5, 5277682.516
75.6, 5270724.039
75.7, 5263762.967
75.8, 5256792.317
75.9, 5249812.242
76.0, 5242822.894
76.1, 5235827.694
76.2, 5228830.912
76.3, 5221827.896
76.4, 5214817.689
76.5, 5207800.954
76.6, 5200772.603
76.7, 5193718.531
76.8, 5186651.275
76.9, 5179557.161
77.0, 5172487.461
77.1, 5165447.835
77.2, 5158398.577
77.3, 5151355.729
77.4, 5144255.525
77.5, 5137153.145
77.6, 5130043.542
77.7, 5122926.85
77.8, 5115814.246
77.9, 5108696.039
78.0, 5101571.455
78.1, 5094442.25
78.2, 5087309.135
78.3, 5080175.891
78.4, 5073028.593
78.5, 5065861.451
78.6, 5058672.247
78.7, 5051474.505
78.8, 5044301.016
78.9, 5037154.825
79.0, 5029999.846
79.1, 5022850.235
79.2, 5015649.111
79.3, 5008452.358
79.4, 5001257.19
79.5, 4994059.922
79.6, 4986861.468
79.7, 4979660.796
79.8, 4972455.526
79.9, 4965247.253
80.0, 4958006.79
80.1, 4950732.624
80.2, 4943445.054
80.3, 4936140.015
80.4, 4928817.873
80.5, 4921494.486
80.6, 4914199.175
80.7, 4906926.819
80.8, 4899650.705
80.9, 4892381.976
81.0, 4885071.978
81.1, 4877772.73
81.2, 4870473.036
81.3, 4863171.435
81.4, 4855867.277
81.5, 4848560.662
81.6, 4841252.966
81.7, 4833943.699
81.8, 4826632.273
81.9, 4819322.748
82.0, 4811996.534
82.1, 4804651.098
82.2, 4797306.953
82.3, 4789963.51
82.4, 4782649.196
82.5, 4775347.139
82.6, 4768042.444
82.7, 4760747.464
82.8, 4753416.515
82.9, 4746091.787
83.0, 4738765.87
83.1, 4731440.925
83.2, 4724122.248
83.3, 4716805.103
83.4, 4709487.112
83.5, 4702168.931
83.6, 4694851.405
83.7, 4687536.027
83.8, 4680196.102
83.9, 4672847.736
84.0, 4665500.719
84.1, 4658155.129
84.2, 4650838.865
84.3, 4643536.054
84.4, 4636232.574
84.5, 4628938.589
84.6, 4621618.772
84.7, 4614305.882
84.8, 4606992.913
84.9, 4599680.461
85.0, 4592370.763
85.1, 4585063.681
85.2, 4577759.238
85.3, 4570455.939
85.4, 4563156.037
85.5, 4555857.791
85.6, 4548534.582
85.7, 4541215.321
85.8, 4533899.228
85.9, 4526586.098
86.0, 4519293.98
86.1, 4512006.947
86.2, 4504722.436
86.3, 4497445.449
86.4, 4490155.624
86.5, 4482876.226
86.6, 4475600.324
86.7, 4468326.423
86.8, 4461053.417
86.9, 4453781.589
87.0, 4446512.728
87.1, 4439245.803
87.2, 4431983.091
87.3, 4424715.173
87.4, 4417434.972
87.5, 4410159.879
87.6, 4402888.574
87.7, 4395620.078
87.8, 4388372.059
87.9, 4381128.684
88.0, 4373886.985
88.1, 4366653.14
88.2, 4359415.235
88.3, 4352186.684
88.4, 4344960.248
88.5, 4337735.983
88.6, 4330516.567
88.7, 4323299.844
88.8, 4316086.544
88.9, 4308876.985
89.0, 4301672.811
89.1, 4294462.779
89.2, 4287252.915
89.3, 4280048.155
89.4, 4272847.79
89.5, 4265653.231
89.6, 4258469.007
89.7, 4251290.858
89.8, 4244116.18
89.9, 4236948.082
90.0, 4229788.935
90.1, 4222645.202
90.2, 4215505.805
90.3, 4208369.492
90.4, 4201235.575
90.5, 4194105.799
90.6, 4186978.699
90.7, 4179857.768
90.8, 4172742.951
90.9, 4165620.296
91.0, 4158496.578
91.1, 4151378.559
91.2, 4144265.043
91.3, 4137157.417
91.4, 4130052.169
91.5, 4122950.788
91.6, 4115853.828
91.7, 4108761.402
91.8, 4101680.98
91.9, 4094607.205
92.0, 4087538.042
92.1, 4080475.213
92.2, 4073417.921
92.3, 4066364.322
92.4, 4059316.918
92.5, 4052275.1
92.6, 4045237.247
92.7, 4038192.653
92.8, 4031150.687
92.9, 4024115.181
93.0, 4017084.982
93.1, 4010060.463
93.2, 4003035.805
93.3, 3996019.172
93.4, 3989008.932
93.5, 3982002.165
93.6, 3975015.751
93.7, 3968034.122
93.8, 3961056.088
93.9, 3954081.686
94.0, 3947113.833
94.1, 3940155.91
94.2, 3933201.717
94.3, 3926253.537
94.4, 3919309.897
94.5, 3912362.511
94.6, 3905421.763
94.7, 3898485.674
94.8, 3891556.495
94.9, 3884629.564
95.0, 3877697.638
95.1, 3870779.286
95.2, 3863867.198
95.3, 3856957.049
95.4, 3850073.42
95.5, 3843190.996
95.6, 3836312.89
95.7, 3829439.048
95.8, 3822573.825
95.9, 3815715.504
96.0, 3808865.827
96.1, 3802028.724
96.2, 3795196.153
96.3, 3788361.568
96.4, 3781532.77
96.5, 3774710.845
96.6, 3767894.939
96.7, 3761076
96.8, 3754248.952
96.9, 3747429.101
97.0, 3740618.068
97.1, 3733812.354
97.2, 3727045.798
97.3, 3720281.318
97.4, 3713521.219
97.5, 3706767.655
97.6, 3700019.055
97.7, 3693274.911
97.8, 3686540.616
97.9, 3679813.661
98.0, 3673091.893
98.1, 3666372.693
98.2, 3659658.642
98.3, 3652955.682
98.4, 3646260.248
98.5, 3639556.913
98.6, 3632846.539
98.7, 3626143.949
98.8, 3619449.225
98.9, 3612753.239
99.0, 3606101.641
99.1, 3599449.073
99.2, 3592802.698
99.3, 3586161.511
99.4, 3579529.212
99.5, 3572908.211
99.6, 3566298.7
99.7, 3559693.676
99.8, 3553089.628
99.9, 3546489.028
100.0, 3539880.241
100.1, 3533262.447
100.2, 3526650.07
100.3, 3520025.991
100.4, 3513395.285
100.5, 3506775.843
100.6, 3500165.586
100.7, 3493555.374
100.8, 3486993.86
100.9, 3480432.875
101.0, 3473878.961
101.1, 3467330.613
101.2, 3460787.456
101.3, 3454257.022
101.4, 3447733.054
101.5, 3441215.241
101.6, 3434700.631
101.7, 3428190.3
101.8, 3421687.41
101.9, 3415191.4
102.0, 3408701.134
102.1, 3402199.454
102.2, 3395694.886
102.3, 3389200.533
102.4, 3382714.718
102.5, 3376228.368
102.6, 3369791.665
102.7, 3363356.218
102.8, 3356926.376
102.9, 3350502.154
103.0, 3344088.613
103.1, 3337685.348
103.2, 3331287.801
103.3, 3324896.829
103.4, 3318507.598
103.5, 3312124.12
103.6, 3305746.764
103.7, 3299379.096
103.8, 3293019.093
103.9, 3286644.034
104.0, 3280271.113
104.1, 3273908.784
104.2, 3267557.604
104.3, 3261207.232
104.4, 3254901.962
104.5, 3248594.15
104.6, 3242293.017
104.7, 3235997.713
104.8, 3229716.217
104.9, 3223441.046
105.0, 3217171.225
105.1, 3210906.488
105.2, 3204643.378
105.3, 3198388.398
105.4, 3192141.553
105.5, 3185900.388
105.6, 3179665.985
105.7, 3173414.494
105.8, 3167166.118
105.9, 3160930.525
106.0, 3154703.881
106.1, 3148478.765
106.2, 3142295.473
106.3, 3136110.526
106.4, 3129931.683
106.5, 3123764.175
106.6, 3117608.938
106.7, 3111461.832
106.8, 3105320.845
106.9, 3099185.151
107.0, 3093053.904
107.1, 3086930.966
107.2, 3080816.338
107.3, 3074708.257
107.4, 3068606.728
107.5, 3062487.107
107.6, 3056373.944
107.7, 3050272.921
107.8, 3044182.664
107.9, 3038093.738
108.0, 3032048.412
108.1, 3026004.099
108.2, 3019965.482
108.3, 3013938.93
108.4, 3007920.14
108.5, 3001907.238
108.6, 2995900.424
108.7, 2989897.691
108.8, 2983899.225
108.9, 2977908.62
109.0, 2971924.087
109.1, 2965945.631
109.2, 2959973.259
109.3, 2953980.798
109.4, 2947998.727
109.5, 2942028.715
109.6, 2936067.844
109.7, 2930109.909
109.8, 2924190.86
109.9, 2918270.264
110.0, 2912360.116
110.1, 2906458.89
110.2, 2900564.693
110.3, 2894676.296
110.4, 2888793.551
110.5, 2882912.881
110.6, 2877036.349
110.7, 2871166.769
110.8, 2865304.145
110.9, 2859450.482
111.0, 2853601.989
111.1, 2847736.242
111.2, 2841883.881
111.3, 2836039.88
111.4, 2830204.237
111.5, 2824370.419
111.6, 2818574.202
111.7, 2812777.75
111.8, 2806993.454
111.9, 2801214.942
112.0, 2795442.167
112.1, 2789677.158
112.2, 2783919.964
112.3, 2778165.507
112.4, 2772419.666
112.5, 2766679.944
112.6, 2760946.346
112.7, 2755218.874
112.8, 2749493.146
112.9, 2743755.233
113.0, 2738025.867
113.1, 2732304.85
113.2, 2726592.646
113.3, 2720883.892
113.4, 2715213.327
113.5, 2709548.818
113.6, 2703893.416
113.7, 2698243.573
113.8, 2692600.984
113.9, 2686964.146
114.0, 2681332.767
114.1, 2675701.884
114.2, 2670076.941
114.3, 2664457.941
114.4, 2658844.887
114.5, 2653237.779
114.6, 2647631.679
114.7, 2642019.448
114.8, 2636419.038
114.9, 2630826.807
115.0, 2625242.758
115.1, 2619661.451
115.2, 2614116.433
115.3, 2608576.087
115.4, 2603041.267
115.5, 2597511.977
115.6, 2591988.217
115.7, 2586469.99
115.8, 2580956.783
115.9, 2575447.986
116.0, 2569946.764
116.1, 2564452.358
116.2, 2558964.768
116.3, 2553485.364
116.4, 2548004.391
116.5, 2542515.031
116.6, 2537033.971
116.7, 2531562.729
116.8, 2526099.448
116.9, 2520639.185
117.0, 2515216.976
117.1, 2509796.5
117.2, 2504383.437
117.3, 2498976.816
117.4, 2493575.908
117.5, 2488182.576
117.6, 2482793.007
117.7, 2477406.213
117.8, 2472026.048
117.9, 2466652.794
118.0, 2461286.694
118.1, 2455928.714
118.2, 2450567.141
118.3, 2445200.224
118.4, 2439841.628
118.5, 2434493.286
118.6, 2429152.994
118.7, 2423817.56
118.8, 2418519.518
118.9, 2413221.305
119.0, 2407928.527
119.1, 2402641.184
119.2, 2397359.276
119.3, 2392082.946
119.4, 2386810.52
119.5, 2381542.165
119.6, 2376280.928
119.7, 2371027.575
119.8, 2365782.101
119.9, 2360542.566
120.0, 2355296.913
120.1, 2350047.91
120.2, 2344808.528
120.3, 2339576.851
120.4, 2334352.874
120.5, 2329136.885
120.6, 2323952.768
120.7, 2318767.47
120.8, 2313587.406
120.9, 2308413.723
121.0, 2303249.442
121.1, 2298090.82
121.2, 2292933.784
121.3, 2287780.992
121.4, 2282634.453
121.5, 2277495.558
121.6, 2272363.328
121.7, 2267236.657
121.8, 2262101.987
121.9, 2256966.092
122.0, 2251837.634
122.1, 2246716.61
122.2, 2241605.383
122.3, 2236503.611
122.4, 2231432.662
122.5, 2226362.216
122.6, 2221296.936
122.7, 2216236.821
122.8, 2211181.87
122.9, 2206134.044
123.0, 2201086.943
123.1, 2196045.482
123.2, 2191010.805
123.3, 2185981.641
123.4, 2180957.964
123.5, 2175941.4
123.6, 2170915.967
123.7, 2165891.429
123.8, 2160874.371
123.9, 2155866.51
124.0, 2150871.65
124.1, 2145881.898
124.2, 2140921.103
124.3, 2135959.998
124.4, 2131003.722
124.5, 2126052.274
124.6, 2121105.655
124.7, 2116163.613
124.8, 2111224.645
124.9, 2106292.148
125.0, 2101363.707
125.1, 2096439.334
125.2, 2091520.132
125.3, 2086607.321
125.4, 2081683.739
125.5, 2076764.129
125.6, 2071853.605
125.7, 2066952.032
125.8, 2062060.682
125.9, 2057173.648
126.0, 2052314.069
126.1, 2047454.324
126.2, 2042599.728
126.3, 2037750.278
126.4, 2032906.106
126.5, 2028065.907
