80 kVp X-ray spectrum data of 12 degree tunsten target with 0.8 mmAl permanent filteration
Energy(keV), Fluence (cm⁻² keV⁻¹)
26.0, 6769536.147
26.1, 6778255.972
26.2, 6786449.69
26.3, 6794219.208
26.4, 6801352.893
26.5, 6807910.811
26.6, 6813965.669
26.7, 6819519.478
26.8, 6824572.314
26.9, 6829154.736
27.0, 6833273.839
27.1, 6837035.814
27.2, 6840203.269
27.3, 6842863.562
27.4, 6845076.567
27.5, 6846845.638
27.6, 6848180.179
27.7, 6849088.517
27.8, 6849593.826
27.9, 6849810.201
28.0, 6849473.912
28.1, 6848699.297
28.2, 6847530.48
28.3, 6845967.54
28.4, 6844025.167
28.5, 6841723.107
28.6, 6839078.723
28.7, 6836189.633
28.8, 6832806.492
28.9, 6829023.523
29.0, 6824886.174
29.1, 6820409.751
29.2, 6815608.511
29.3, 6810502.379
29.4, 6805078.014
29.5, 6799449.761
29.6, 6793379.088
29.7, 6786960.786
29.8, 6780251.056
29.9, 6773255.013
30.0, 6764984.688
30.1, 6755491.31
30.2, 6745789.454
30.3, 6735975.925
30.4, 6725813.955
30.5, 6715389.761
30.6, 6704752.973
30.7, 6693915.484
30.8, 6682885.194
30.9, 6671676.719
31.0, 6660293.336
31.1, 6648809.947
31.2, 6637012.39
31.3, 6625003.696
31.4, 6612829.554
31.5, 6600479.67
31.6, 6587958.878
31.7, 6575312.912
31.8, 6562516.25
31.9, 6549638.546
32.0, 6536500.123
32.1, 6523177.757
32.2, 6509709.508
32.3, 6496096.464
32.4, 6482342.999
32.5, 6468479.052
32.6, 6454482.348
32.7, 6440443.178
32.8, 6426170.492
32.9, 6411734.309
33.0, 6397173.168
33.1, 6382498.23
33.2, 6367717.212
33.3, 6352855.673
33.4, 6337884.82
33.5, 6322884.582
33.6, 6307680.01
33.7, 6292340.164
33.8, 6276901.59
33.9, 6261380.641
34.0, 6245774.093
34.1, 6230110.832
34.2, 6214352.673
34.3, 6198585.291
34.4, 6182641.216
34.5, 6166580.279
34.6, 6150454.738
34.7, 6134261.274
34.8, 6118004.599
34.9, 6101701.216
35.0, 6085327.636
35.1, 6068958.695
35.2, 6052432.942
35.3, 6035825.378
35.4, 6019173.094
35.5, 6002460.188
35.6, 5985694.142
35.7, 5968887.395
35.8, 5952032.176
35.9, 5935193.136
36.0, 5918225.601
36.1, 5901201.811
36.2, 5884130.994
36.3, 5867012.005
36.4, 5849861.588
36.5, 5832676.907
36.6, 5815482.587
36.7, 5798309.085
36.8, 5781027.41
36.9, 5763680.929
37.0, 5746313.586
37.1, 5728912.151
37.2, 5711491.457
37.3, 5694027.493
37.4, 5676577.001
37.5, 5659167.262
37.6, 5641655.265
37.7, 5624089.536
37.8, 5606504.754
37.9, 5588905.039
38.0, 5571291.97
38.1, 5553663.724
38.2, 5536063.841
38.3, 5518487.759
38.4, 5500829.818
38.5, 5483142.423
38.6, 5465442.036
38.7, 5447734.439
38.8, 5430021.419
38.9, 5412310.541
39.0, 5394639.016
39.1, 5377000.923
39.2, 5359293.311
39.3, 5341559.359
39.4, 5323825.44
39.5, 5306094.279
39.6, 5288364.243
39.7, 5270652.136
39.8, 5252987.22
39.9, 5235353.584
40.0, 5217308.4
40.1, 5198914.423
40.2, 5180543.565
40.3, 5162193.133
40.4, 5143853.424
40.5, 5125539.259
40.6, 5107299.994
40.7, 5089106.714
40.8, 5070873.458
40.9, 5052646.223
41.0, 5034449.689
41.1, 5016270.911
41.2, 4998093.824
41.3, 4979944.335
41.4, 4961889.308
41.5, 4943899.61
41.6, 4925871.253
41.7, 4907841.741
41.8, 4889849.506
41.9, 4871865.011
42.0, 4853893.382
42.1, 4835955.731
42.2, 4818130.874
42.3, 4800374.193
42.4, 4782575.417
42.5, 4764776.577
42.6, 4747011.191
42.7, 4729256.889
42.8, 4711521.167
42.9, 4693824.195
43.0, 4676242.046
43.1, 4658712.552
43.2, 4641168.25
43.3, 4623629.349
43.4, 4606116.726
43.5, 4588593.452
43.6, 4571103.397
43.7, 4553663.387
43.8, 4536355.366
43.9, 4519101.072
44.0, 4501818.617
44.1, 4484532.714
44.2, 4467286.044
44.3, 4450043.738
44.4, 4432824.285
44.5, 4415646.3
44.6, 4398604.952
44.7, 4381625.203
44.8, 4364620.966
44.9, 4347620.376
45.0, 4330632.585
45.1, 4313649.098
45.2, 4296689.93
45.3, 4279773.613
45.4, 4263017.585
45.5, 4246309.643
45.6, 4229579.532
45.7, 4212851.573
45.8, 4196126.813
45.9, 4179420.965
46.0, 4162732.553
46.1, 4146097.714
46.2, 4129630.393
46.3, 4113213.351
46.4, 4096764.776
46.5, 4080318.052
46.6, 4063867.594
46.7, 4047447.912
46.8, 4031054.608
46.9, 4014716.233
47.0, 3998553.67
47.1, 3982437.652
47.2, 3966291.741
47.3, 3950135.542
47.4, 3933983.534
47.5, 3917864.001
47.6, 3901772.684
47.7, 3885729.934
47.8, 3869867.642
47.9, 3854037.615
48.0, 3838186.712
48.1, 3822320.358
48.2, 3806462.961
48.3, 3790635.657
48.4, 3774829.012
48.5, 3759067.041
48.6, 3743499.565
48.7, 3727962.02
48.8, 3712401.836
48.9, 3696808.621
49.0, 3681240.871
49.1, 3665685.963
49.2, 3650147.969
49.3, 3634665.204
49.4, 3619389.096
49.5, 3604129.039
49.6, 3588846.611
49.7, 3573519.999
49.8, 3558229.175
49.9, 3542961.078
50.0, 3527606.813
50.1, 3512190.898
50.2, 3496979.579
50.3, 3481789.385
50.4, 3466591.444
50.5, 3451357.476
50.6, 3436168.512
50.7, 3420988.305
50.8, 3405835.624
50.9, 3390741.552
51.0, 3375857.299
51.1, 3361006.03
51.2, 3346119.596
51.3, 3331199.398
51.4, 3316319.279
51.5, 3301451.292
51.6, 3286625.955
51.7, 3271871.105
51.8, 3257300.944
51.9, 3242763.531
52.0, 3228171.661
52.1, 3213566.155
52.2, 3199003.624
52.3, 3184442.681
52.4, 3169919.303
52.5, 3155466.963
52.6, 3141194.249
52.7, 3126946.938
52.8, 3112630.616
52.9, 3098312.932
53.0, 3084034.082
53.1, 3069756.896
53.2, 3055525.107
53.3, 3041379.529
53.4, 3027397.517
53.5, 3013436.32
53.6, 2999397.161
53.7, 2985364.588
53.8, 2971382.33
53.9, 2957391.208
54.0, 2943447.398
54.1, 2929590.987
54.2, 2915878.292
54.3, 2902171.35
54.4, 2888407.681
54.5, 2874652.721
54.6, 2860932.214
54.7, 2847201.799
54.8, 2833519.537
54.9, 2819921.741
55.0, 2806457.951
55.1, 2792990.508
55.2, 2779471.412
55.3, 2765967.814
55.4, 2752499.679
55.5, 2739043.933
55.6, 2725637.073
55.7, 2712323.245
55.8, 2699147.529
55.9, 2685961.321
56.0, 2672739.498
56.1, 2659529.446
56.2, 2646348.289
56.3, 2633168.289
56.4, 2620035.518
56.5, 2606997.591
56.6, 2594072.498
56.7, 2581117.802
56.8, 2568129.818
56.9, 2555156.37
57.0, 2542215.976
57.1, 2529282.774
57.2, 2516392.483
57.3, 2503594.025
57.4, 2490888.985
57.5, 2478168.902
57.6, 2465424.945
57.7, 2452702.203
57.8, 2439997.594
57.9, 10307864.2
58.0, 2414635.52
58.1, 2402066.728
58.2, 2389574.397
58.3, 2377088.511
58.4, 2364571.181
58.5, 2352073.416
58.6, 2339587.036
58.7, 2327108.745
58.8, 2314672.558
58.9, 2302342.017
59.0, 2290067.641
59.1, 2277808.271
59.2, 2265519.923
59.3, 16194346.73
59.4, 2240977.171
59.5, 2228724.538
59.6, 2216510.287
59.7, 2204394.562
59.8, 2192317.458
59.9, 2180264.648
60.0, 2168138.14
60.1, 2155983.572
60.2, 2143835.233
60.3, 2131702.003
60.4, 2119604.55
60.5, 2107604.867
60.6, 2095647.447
60.7, 2083716.188
60.8, 2071750.876
60.9, 2059800.928
61.0, 2047847.246
61.1, 2035910.549
61.2, 2024012.652
61.3, 2012202.632
61.4, 2000436.003
61.5, 1988699.626
61.6, 1976922.916
61.7, 1965161.267
61.8, 1953393.115
61.9, 1941651.121
62.0, 1929948.658
62.1, 1918325.804
62.2, 1906756.331
62.3, 1895210.183
62.4, 1883624.177
62.5, 1872051.704
62.6, 1860469.915
62.7, 1848917.122
62.8, 1837399.029
62.9, 1825948.09
63.0, 1814548.693
63.1, 1803168.894
63.2, 1791747.073
63.3, 1780342.806
63.4, 1768931.001
63.5, 1757545.636
63.6, 1746182.81
63.7, 1734897.34
63.8, 1723657.407
63.9, 1712438.268
64.0, 1701181.16
64.1, 1689942.926
64.2, 1678683.221
64.3, 1667450.535
64.4, 1656230.454
64.5, 1645096.521
64.6, 1634002.17
64.7, 1622928.72
64.8, 1611813.198
64.9, 1600711.812
65.0, 1589590.198
65.1, 1578498.383
65.2, 1567408.907
65.3, 1556420.886
65.4, 1545466.299
65.5, 1534533.901
65.6, 1523560.38
65.7, 1512593.041
65.8, 1501606.716
65.9, 1490650.103
66.0, 1479683.076
66.1, 1468825.142
66.2, 1457992.472
66.3, 1447183.172
66.4, 1436326.127
66.5, 1425471.365
66.6, 1414603.809
66.7, 1403760.56
66.8, 1392903.746
66.9, 3020207.989
67.0, 1371443.289
67.1, 1360744.231
67.2, 4524917.802
67.3, 1339247.961
67.4, 1328493.794
67.5, 1317745.554
67.6, 1342655.966
67.7, 1341362.995
67.8, 1285740.081
67.9, 1275139.08
68.0, 1264488.754
68.1, 1253837.186
68.2, 1243176.765
68.3, 1232510.567
68.4, 1221851.101
68.5, 1211311.494
68.6, 1200780.336
68.7, 1190266.08
68.8, 1179700.992
68.9, 1169128.873
69.0, 1158548.941
69.1, 1147952.824
69.2, 2257842.79
69.3, 1126911.875
69.4, 1136212.42
69.5, 1061122.3
69.6, 1204841.651
69.7, 1029082.776
69.8, 1019534.962
69.9, 1009970.326
70.0, 1000397.633
70.1, 990907.1885
70.2, 981408.3881
70.3, 971918.4636
70.4, 962371.628
70.5, 952798.8561
70.6, 943206.2449
70.7, 933593.7692
70.8, 923994.6341
70.9, 914488.6903
71.0, 904973.575
71.1, 895468.6642
71.2, 885907.3805
71.3, 876323.4331
71.4, 866710.5721
71.5, 857087.122
71.6, 847481.8156
71.7, 837965.1382
71.8, 828442.68
71.9, 818928.2641
72.0, 809353.9582
72.1, 799748.0396
72.2, 790102.5149
72.3, 780454.8783
72.4, 770829.9745
72.5, 761289.5078
72.6, 751741.2877
72.7, 742198.1354
72.8, 732590.3126
72.9, 722941.8544
73.0, 713250.4579
73.1, 703563.6037
73.2, 693899.4523
73.3, 684315.7745
73.4, 674720.3798
73.5, 665129.4391
73.6, 655471.7856
73.7, 645757.388
73.8, 636011.4611
73.9, 626267.8709
74.0, 616550.3309
74.1, 606903.8339
74.2, 597242.9526
74.3, 587584.8767
74.4, 577856.3682
74.5, 568058.4384
74.6, 558242.4072
74.7, 548428.7201
74.8, 538643.4822
74.9, 528923.7279
75.0, 519189.7762
75.1, 509459.2745
75.2, 499654.4609
75.3, 489769.6791
75.4, 479871.0742
75.5, 469968.908
75.6, 460093.5416
75.7, 450273.9151
75.8, 440435.4309
75.9, 430596.7389
76.0, 420676.0266
76.1, 410670.3626
76.2, 400656.9834
76.3, 390637.1763
76.4, 380645.94
76.5, 370704.589
76.6, 360743.1937
76.7, 350781.5186
76.8, 340733.0503
76.9, 330615.5906
77.0, 320478.5747
77.1, 310325.8352
77.2, 300199.0383
77.3, 290113.7673
77.4, 280006.5703
77.5, 269900.2472
77.6, 259737.8706
77.7, 249537.8891
77.8, 239285.8936
77.9, 228994.1258
78.0, 218716.7891
78.1, 208469.416
78.2, 198200.7468
78.3, 187942.2806
78.4, 177792.8155
78.5, 167662.7886
78.6, 157363.3573
78.7, 146937.6281
78.8, 136474.6664
78.9, 126011.9108
79.0, 115532.1434
79.1, 105097.2249
79.2, 94827.74151
79.3, 84177.02974
79.4, 72804.72746
79.5, 60770.54312
79.6, 48154.93287
79.7, 34998.23718
79.8, 21331.25258
79.9, 7213.344167
80.0, 0.0
