100 kVp X-ray spectrum data of 12 degree tunsten target with 0.8 mmAl permanent filteration
Energy(keV), Fluence (cm⁻² keV⁻¹)
10.6, 75492.97875
10.7, 87143.87545
10.8, 100102.7154
10.9, 146350.9842
11.0, 130298.7305
11.1, 149150.0937
11.2, 166809.0241
11.3, 1662415.344
11.4, 221963.0063
11.5, 357344.1974
11.6, 364299.86
11.7, 205905.334
11.8, 234869.039
11.9, 251107.1555
12.0, 349244.077
12.1, 261425.0909
12.2, 281701.316
12.3, 307061.3483
12.4, 333942.7471
12.5, 362350.2116
12.6, 392312.7342
12.7, 423799.8307
12.8, 456823.6157
12.9, 491393.0401
13.0, 527511.031
13.1, 565179.9064
13.2, 604399.7119
13.3, 645166.5188
13.4, 687472.9137
13.5, 731310.387
13.6, 776667.1363
13.7, 823527.6095
13.8, 871873.8297
13.9, 921688.0445
14.0, 973051.9153
14.1, 1025953.301
14.2, 1080264.182
14.3, 1135955.872
14.4, 1192999.88
14.5, 1251365.154
14.6, 1311010.721
14.7, 1371903.754
14.8, 1434007.395
14.9, 1497286.481
15.0, 1561563.057
15.1, 1626787.837
15.2, 1693060.855
15.3, 1760342.998
15.4, 1828592.779
15.5, 1897764.501
15.6, 1967813.629
15.7, 2038698.357
15.8, 2110375.936
15.9, 2182808.561
16.0, 2255944.392
16.1, 2329727.521
16.2, 2404124.728
16.3, 2479092.424
16.4, 2554581.476
16.5, 2630546.933
16.6, 2706945.97
16.7, 2783735.634
16.8, 2860876.336
16.9, 2938340.58
17.0, 3016067.765
17.1, 3094003.492
17.2, 3172117.88
17.3, 3250371.498
17.4, 3328723.123
17.5, 3407307.801
17.6, 3486107.979
17.7, 3564902.682
17.8, 3643654.713
17.9, 3722351.234
18.0, 3800932.191
18.1, 3879341.482
18.2, 3957569.457
18.3, 4035580.88
18.4, 4113339.273
18.5, 4190810.433
18.6, 4267972.952
18.7, 4344798.666
18.8, 4421264.467
18.9, 4497371.955
19.0, 4573050.872
19.1, 4648249.643
19.2, 4722975.053
19.3, 4797210.366
19.4, 4870915.983
19.5, 4944074.95
19.6, 5016679.596
19.7, 5088699.659
19.8, 5160130.574
19.9, 5230989.337
20.0, 5299752.782
20.1, 5366408.7
20.2, 5432416.658
20.3, 5497765.077
20.4, 5562436.086
20.5, 5626422.71
20.6, 5689709.818
20.7, 5752288.075
20.8, 5814161.998
20.9, 5875360.91
21.0, 5935806.009
21.1, 5995470.877
21.2, 6054376.824
21.3, 6112523.004
21.4, 6169878.123
21.5, 6226471.508
21.6, 6282294.638
21.7, 6337340.895
21.8, 6391613.003
21.9, 6445145.328
22.0, 6497949.428
22.1, 6550019.035
22.2, 6601290.578
22.3, 6651751.766
22.4, 6701389.182
22.5, 6750227.19
22.6, 6798269.249
22.7, 6845496.143
22.8, 6891943.526
22.9, 6937655.18
23.0, 6982521.469
23.1, 7026538.987
23.2, 7069751.637
23.3, 7112142.007
23.4, 7153729.446
23.5, 7194533.386
23.6, 7234540.064
23.7, 7273754.777
23.8, 7312198.979
23.9, 7349940.638
24.0, 7386851.562
24.1, 7422952.696
24.2, 7458272.952
24.3, 7492801.705
24.4, 7526562.449
24.5, 7559563.913
24.6, 7591817.805
24.7, 7623326.16
24.8, 7654128.081
24.9, 7684283.584
25.0, 7713725.537
25.1, 7742471.081
25.2, 7770481.553
25.3, 7797753.858
25.4, 7824315.337
25.5, 7850163.17
25.6, 7875308.593
25.7, 7899747.32
25.8, 7923516.86
25.9, 7946718.11
26.0, 7969161.38
26.1, 7990885.403
26.2, 8011915.828
26.3, 8032259.455
26.4, 8051961.859
26.5, 8071023.896
26.6, 8089439.108
26.7, 8107230.319
26.8, 8124414.006
26.9, 8141095.797
27.0, 8157079.711
27.1, 8172406.802
27.2, 8187094.318
27.3, 8201195.741
27.4, 8214715.687
27.5, 8227656.412
27.6, 8240022.788
27.7, 8251840.631
27.8, 8263107.276
27.9, 8273960.558
28.0, 8284179.084
28.1, 8293808.678
28.2, 8302874.449
28.3, 8311420.45
28.4, 8319453.458
28.5, 8326971.051
28.6, 8333984.236
28.7, 8340518.649
28.8, 8346593.649
28.9, 8352348.273
29.0, 8357506.85
29.1, 8362125.662
29.2, 8366263.979
29.3, 8369942.635
29.4, 8373178.565
29.5, 8375969.98
29.6, 8378323.962
29.7, 8380276.806
29.8, 8381844.749
29.9, 8383149.745
30.0, 8382692.309
30.1, 8380563.228
30.2, 8378078.867
30.3, 8375250.323
30.4, 8372076.613
30.5, 8368571.507
30.6, 8364756.853
30.7, 8360648.933
30.8, 8356235.851
30.9, 8351654.655
31.0, 8346630.465
31.1, 8341215.297
31.2, 8335512.51
31.3, 8329519.454
31.4, 8323227.117
31.5, 8316669.067
31.6, 8309839.139
31.7, 8302756.164
31.8, 8295423.248
31.9, 8287963.342
32.0, 8280109.36
32.1, 8271930.266
32.2, 8263505.273
32.3, 8254834.577
32.4, 8245931.669
32.5, 8236807.693
32.6, 8227462.841
32.7, 8217913.451
32.8, 8208165.26
32.9, 8198317.773
33.0, 8188118.813
33.1, 8177650.966
33.2, 8166990.925
33.3, 8156129.875
33.4, 8145068.831
33.5, 8133807.982
33.6, 8122369.326
33.7, 8110779.804
33.8, 8099031.948
33.9, 8087194.838
34.0, 8075051.272
34.1, 8062700.515
34.2, 8050178.585
34.3, 8037495.542
34.4, 8024657.496
34.5, 8011665.539
34.6, 7998513.622
34.7, 7985257.58
34.8, 7971880.654
34.9, 7958442.222
35.0, 7944740.798
35.1, 7930875.436
35.2, 7916868.623
35.3, 7902729.625
35.4, 7888454.344
35.5, 7874047.711
35.6, 7859522
35.7, 7844907.35
35.8, 7830217.752
35.9, 7815454.479
36.0, 7800476.128
36.1, 7785350.596
36.2, 7770101.502
36.3, 7754739.748
36.4, 7739277.656
36.5, 7723722.383
36.6, 7708082.918
36.7, 7692365.058
36.8, 7676594.48
36.9, 7660773.391
37.0, 7644766.786
37.1, 7628628.536
37.2, 7612410.576
37.3, 7596112.201
37.4, 7579741.486
37.5, 7563300.765
37.6, 7546801.724
37.7, 7530253.711
37.8, 7513678.865
37.9, 7497067.815
38.0, 7480302.593
38.1, 7463430.905
38.2, 7446487.869
38.3, 7429498.186
38.4, 7412456.845
38.5, 7395367.906
38.6, 7378235.63
38.7, 7361064.729
38.8, 7343876.847
38.9, 7326664.478
39.0, 7309314.559
39.1, 7291896.963
39.2, 7274450.174
39.3, 7256964.634
39.4, 7239430.066
39.5, 7221850.331
39.6, 7204261.825
39.7, 7186665.539
39.8, 7169054.046
39.9, 7151426.697
40.0, 7133224.811
40.1, 7114505.664
40.2, 7095773.587
40.3, 7077027.698
40.4, 7058266.576
40.5, 7039502.351
40.6, 7020751.138
40.7, 7001994.01
40.8, 6983261.361
40.9, 6964551.312
41.0, 6945767.955
41.1, 6926941.134
41.2, 6908105.474
41.3, 6889276.379
41.4, 6870454.392
41.5, 6851639.87
41.6, 6832835.828
41.7, 6814028.253
41.8, 6795262.913
41.9, 6776533.26
42.0, 6757737.107
42.1, 6738914.28
42.2, 6720092.331
42.3, 6701286.296
42.4, 6682499.305
42.5, 6663724.767
42.6, 6644967.719
42.7, 6626186.493
42.8, 6607495.426
42.9, 6588843.225
43.0, 6570129.983
43.1, 6551385.918
43.2, 6532663.62
43.3, 6513963.726
43.4, 6495282.346
43.5, 6476628.868
43.6, 6457988.816
43.7, 6439313.029
43.8, 6420749.016
43.9, 6402222.038
44.0, 6383640.569
44.1, 6365051.414
44.2, 6346495.072
44.3, 6327966.016
44.4, 6309458.37
44.5, 6290975.591
44.6, 6272490.934
44.7, 6253982.113
44.8, 6235610.522
44.9, 6217285.106
45.0, 6198915.134
45.1, 6180541.281
45.2, 6162189.911
45.3, 6143860.949
45.4, 6125558.852
45.5, 6107284.113
45.6, 6088984.322
45.7, 6070695.644
45.8, 6052563.813
45.9, 6034473.159
46.0, 6016343.86
46.1, 5998196.218
46.2, 5980086.4
46.3, 5962017.894
46.4, 5943976.587
46.5, 5925962.121
46.6, 5907894.161
46.7, 5889850.461
46.8, 5871995.323
46.9, 5854182.476
47.0, 5836330.469
47.1, 5818459.965
47.2, 5800622.867
47.3, 5782824.317
47.4, 5765056.189
47.5, 5747298.362
47.6, 5729495.688
47.7, 5711735.273
47.8, 5694160.614
47.9, 5676612.592
48.0, 5659033.059
48.1, 5641455.318
48.2, 5623915.7
48.3, 5606410.618
48.4, 5588942.929
48.5, 5571463.592
48.6, 5553967.84
48.7, 5536518.242
48.8, 5519284.083
48.9, 5502071.428
49.0, 5484835.9
49.1, 5467595.939
49.2, 5450390.529
49.3, 5433222.59
49.4, 5416091.629
49.5, 5398927.93
49.6, 5381777.869
49.7, 5364673.784
49.8, 5347789.686
49.9, 5330918.409
50.0, 5313848.123
50.1, 5296604.656
50.2, 5279404.258
50.3, 5262248.048
50.4, 5245133.89
50.5, 5227979.536
50.6, 5210850.615
50.7, 5193782.094
50.8, 5176919.016
50.9, 5160079.313
51.0, 5143219.935
51.1, 5126366.26
51.2, 5109563.253
51.3, 5092805.156
51.4, 5076070.273
51.5, 5059300.928
51.6, 5042564.561
51.7, 5025898.136
51.8, 5009435.351
51.9, 4993005.937
52.0, 4976553.033
52.1, 4960103.254
52.2, 4943698.468
52.3, 4927342.799
52.4, 4910983.351
52.5, 4894610.114
52.6, 4878278.258
52.7, 4862027.244
52.8, 4845963.84
52.9, 4829931.616
53.0, 4813869.68
53.1, 4797812.54
53.2, 4781799.83
53.3, 4765837.196
53.4, 4749865.552
53.5, 4733890.748
53.6, 4717963.373
53.7, 4702122.521
53.8, 4686439.896
53.9, 4670788.459
54.0, 4655127.811
54.1, 4639481.158
54.2, 4623871.712
54.3, 4608283.88
54.4, 4592699.384
54.5, 4577116.116
54.6, 4561591.591
54.7, 4546161.087
54.8, 4530882.108
54.9, 4515633.392
55.0, 4500359.554
55.1, 4485093.768
55.2, 4469869.938
55.3, 4454668.196
55.4, 4439480.009
55.5, 4424294.064
55.6, 4409158.588
55.7, 4394111.826
55.8, 4379203.071
55.9, 4364330.481
56.0, 4349435.009
56.1, 4334553.657
56.2, 4319709.993
56.3, 4304859.098
56.4, 4290032.589
56.5, 4275213.107
56.6, 4260440.854
56.7, 4245766.564
56.8, 4231219.633
56.9, 4216702.1
57.0, 4202160.706
57.1, 4187635.344
57.2, 4173138.076
57.3, 4158637.129
57.4, 4144166.497
57.5, 4129705.324
57.6, 4115294.23
57.7, 4100988.157
57.8, 4086799.377
57.9, 49474388.53
58.0, 4058460.231
58.1, 4044290.409
58.2, 4030136.421
58.3, 4015999.507
58.4, 4001883.5
58.5, 3987790.387
58.6, 3973747.877
58.7, 3959810.952
58.8, 3945978.69
58.9, 3932181.444
59.0, 3918351.138
59.1, 3904536.631
59.2, 3890727.45
59.3, 84277314.59
59.4, 3863200.219
59.5, 3849472.621
59.6, 3835791.038
59.7, 3822214.547
59.8, 3808730.036
59.9, 3795277.524
60.0, 3781729.617
60.1, 3768133.827
60.2, 3754536.966
60.3, 3740981.834
60.4, 3727442.456
60.5, 3713930.941
60.6, 3700461.342
60.7, 3687101.058
60.8, 3673829.694
60.9, 3660595.368
61.0, 3647332.32
61.1, 3634077.169
61.2, 3620834.953
61.3, 3607631.766
61.4, 3594432.336
61.5, 3581261.985
61.6, 3568139.398
61.7, 3555132.402
61.8, 3542200.506
61.9, 3529301.056
62.0, 3516372.942
62.1, 3503440.141
62.2, 3490529.754
62.3, 3477661.347
62.4, 3464799.257
62.5, 3451971.717
62.6, 3439183.261
62.7, 3426506.957
62.8, 3413893.377
62.9, 3401316.61
63.0, 3388719.146
63.1, 3376110.201
63.2, 3363536.06
63.3, 3350996.641
63.4, 3338451.822
63.5, 3325940.499
63.6, 3313467.07
63.7, 3301111.474
63.8, 3288826.109
63.9, 3276579.238
64.0, 3264290.564
64.1, 3251995.462
64.2, 3239732.562
64.3, 3227501.789
64.4, 3215268.885
64.5, 3203078.395
64.6, 3190928.725
64.7, 3178896.298
64.8, 3166921.377
64.9, 3154983.819
65.0, 3142988.706
65.1, 3131001.733
65.2, 3119046.335
65.3, 3107120.866
65.4, 3095188.469
65.5, 3083293.663
65.6, 3071433.679
65.7, 3059697.181
65.8, 3048006.035
65.9, 3036348.089
66.0, 3024619.487
66.1, 3012912.923
66.2, 3001236.852
66.3, 2989584.317
66.4, 2977934.909
66.5, 2966324.514
66.6, 2954755.535
66.7, 2943309.868
66.8, 2931904.225
66.9, 12420820.71
67.0, 2909075.299
67.1, 2897650.386
67.2, 21303965.61
67.3, 2874889.75
67.4, 2863520.732
67.5, 2852188.605
67.6, 3047840.249
67.7, 3090882.092
67.8, 2818576.416
67.9, 2807442.527
68.0, 2796258.562
68.1, 2785101.87
68.2, 2773972.781
68.3, 2762859.485
68.4, 2751754.113
68.5, 2740686.893
68.6, 2729654.153
68.7, 2718743.095
68.8, 2707856.133
68.9, 2696973.562
69.0, 2686050.253
69.1, 2675152.817
69.2, 9173427.438
69.3, 2653419.759
69.4, 2757374.361
69.5, 2425435.747
69.6, 3297865.228
69.7, 2351155.935
69.8, 2342734.256
69.9, 2334329.017
70.0, 2325802.931
70.1, 2317208.769
70.2, 2308626.554
70.3, 2300037.056
70.4, 2291450.263
70.5, 2282881.497
70.6, 2274335.654
70.7, 2265874.07
70.8, 2257401.811
70.9, 2248924.924
71.0, 2240406.249
71.1, 2231901.807
71.2, 2223438.198
71.3, 2214980.982
71.4, 2206529.303
71.5, 2198093.942
71.6, 2189681.516
71.7, 2181348.015
71.8, 2172995.188
71.9, 2164649.001
72.0, 2156266.968
72.1, 2147900.647
72.2, 2139546.709
72.3, 2131178.248
72.4, 2122832.351
72.5, 2114507.074
72.6, 2106206.581
72.7, 2097977.659
72.8, 2089723.809
72.9, 2081488.445
73.0, 2073212.175
73.1, 2064950.648
73.2, 2056699.531
73.3, 2048428.068
73.4, 2040166.788
73.5, 2031921.116
73.6, 2023707.52
73.7, 2015552.472
73.8, 2007379.358
73.9, 1999223.912
74.0, 1991030.289
74.1, 1982849.387
74.2, 1974677.121
74.3, 1966484.739
74.4, 1958307.266
74.5, 1950144.736
74.6, 1942013.777
74.7, 1933926.386
74.8, 1925833.228
74.9, 1917762.932
75.0, 1909654.201
75.1, 1901557.407
75.2, 1893467.366
75.3, 1885358.431
75.4, 1877262.309
75.5, 1869179.036
75.6, 1861131.403
75.7, 1853114.77
75.8, 1845097.375
75.9, 1837099.066
76.0, 1829058.891
76.1, 1821031.995
76.2, 1813006.574
76.3, 1804964.25
76.4, 1796934.45
76.5, 1788919.638
76.6, 1780937.92
76.7, 1772981.96
76.8, 1765032.044
76.9, 1757100.489
77.0, 1749125.089
77.1, 1741163.176
77.2, 1733199.897
77.3, 1725224.072
77.4, 1717264.692
77.5, 1709319.671
77.6, 1701400.939
77.7, 1693516.434
77.8, 1685636.378
77.9, 1677772.999
78.0, 1669866.717
78.1, 1661973.263
78.2, 1654074.451
78.3, 1646167.415
78.4, 1638274.535
78.5, 1630394.652
78.6, 1622533.994
78.7, 1614710.652
78.8, 1606888.97
78.9, 1599082.697
79.0, 1591232.497
79.1, 1583398.072
79.2, 1575556.995
79.3, 1567712.282
79.4, 1559879.512
79.5, 1552056.07
79.6, 1544256.074
79.7, 1536493.54
79.8, 1528733.281
79.9, 1520990.531
80.0, 1513193.374
80.1, 1505399.854
80.2, 1497595.697
80.3, 1489789.505
80.4, 1481995.188
80.5, 1474204.861
80.6, 1466445.024
80.7, 1458716.919
80.8, 1450994.092
80.9, 1443287.813
81.0, 1435543.562
81.1, 1427813.88
81.2, 1420069.354
81.3, 1412325.635
81.4, 1404593.83
81.5, 1396858.519
81.6, 1389160.154
81.7, 1381488.673
81.8, 1373820.422
81.9, 1366168.521
82.0, 1358482.124
82.1, 1350807.839
82.2, 1343115.447
82.3, 1335426.594
82.4, 1327748.72
82.5, 1320062.141
82.6, 1312415.538
82.7, 1304789.711
82.8, 1297167.212
82.9, 1289559.52
83.0, 1281919.93
83.1, 1274292.235
83.2, 1266645.076
83.3, 1259007.368
83.4, 1251374.76
83.5, 1243739.242
83.6, 1236142.523
83.7, 1228563.734
83.8, 1220989.254
83.9, 1213428.806
84.0, 1205841.15
84.1, 1198263.241
84.2, 1190665.585
84.3, 1183075.826
84.4, 1175484.026
84.5, 1167893.419
84.6, 1160338.616
84.7, 1152796.267
84.8, 1145256.306
84.9, 1137728.125
85.0, 1130176.311
85.1, 1122632.175
85.2, 1115070.131
85.3, 1107515.335
85.4, 1099955.398
85.5, 1092402.693
85.6, 1084882.311
85.7, 1077371.303
85.8, 1069863.361
85.9, 1062366.748
86.0, 1054850.881
86.1, 1047338.075
86.2, 1039808.908
86.3, 1032283.076
86.4, 1024754.031
86.5, 1017232.916
86.6, 1009738.082
86.7, 1002249.441
86.8, 994763.1803
86.9, 987286.3929
87.0, 979795.0129
87.1, 972301.8357
87.2, 964795.3517
87.3, 957289.4025
87.4, 949784.9899
87.5, 942286.683
87.6, 934810.2318
87.7, 927338.2704
87.8, 919868.8696
87.9, 912408.9469
88.0, 904937.6517
88.1, 897460.832
88.2, 889973.3004
88.3, 882483.7304
88.4, 874998.705
88.5, 867517.7363
88.6, 860053.2383
88.7, 852591.6743
88.8, 845133.0624
88.9, 837681.9621
89.0, 830223.3007
89.1, 822755.6347
89.2, 815278.454
89.3, 807799.8366
89.4, 800325.1583
89.5, 792853.3155
89.6, 785391.9314
89.7, 777932.7039
89.8, 770476.3008
89.9, 763025.0448
90.0, 755570.8579
90.1, 748105.2534
90.2, 740631.8529
90.3, 733161.4546
90.4, 725693.8626
90.5, 718229.2633
90.6, 710769.5872
90.7, 703313.6814
90.8, 695860.5585
90.9, 688411.9777
91.0, 680965.5326
91.1, 673504.0406
91.2, 666037.7654
91.3, 658573.8526
91.4, 651111.5426
91.5, 643650.5704
91.6, 636189.1261
91.7, 628730.3076
91.8, 621273.971
91.9, 613820.3831
92.0, 606373.5311
92.1, 598909.2093
92.2, 591445.4152
92.3, 583982.9942
92.4, 576522.0402
92.5, 569061.501
92.6, 561595.5978
92.7, 554132.7554
92.8, 546673.06
92.9, 539215.1857
93.0, 531769.6259
93.1, 524307.9964
93.2, 516850.3918
93.3, 509395.5911
93.4, 501943.6565
93.5, 494491.5907
93.6, 487031.5588
93.7, 479576.7055
93.8, 472127.0837
93.9, 464679.6813
94.0, 457252.0873
94.1, 449809.8327
94.2, 442370.3618
94.3, 434932.2276
94.4, 427495.5952
94.5, 420055.3508
94.6, 412602.9431
94.7, 405155.4638
94.8, 397713.0634
94.9, 390271.1025
95.0, 382856.2618
95.1, 375428.0486
95.2, 367997.9501
95.3, 360565.8824
95.4, 353132.3597
95.5, 345689.8012
95.6, 338230.3721
95.7, 330774.7625
95.8, 323323.459
95.9, 315870.3489
96.0, 308456.4129
96.1, 301032.9214
96.2, 293601.7618
96.3, 286164.5028
96.4, 278722.7012
96.5, 271266.4159
96.6, 263790.4275
96.7, 256319.066
96.8, 248853.8274
96.9, 241387.7221
97.0, 234003.0192
97.1, 226619.4102
97.2, 219205.1891
97.3, 211766.3836
97.4, 204308.9755
97.5, 196823.4351
97.6, 189311.7009
97.7, 181804.4288
97.8, 174307.4075
97.9, 166815.9551
98.0, 159552.8245
98.1, 152338.9223
98.2, 144996.4744
98.3, 137549.9504
98.4, 130023.6377
98.5, 122421.4909
98.6, 114767.4925
98.7, 107111.7252
98.8, 99477.74119
98.9, 91876.38995
99.0, 84572.16513
99.1, 77120.59662
99.2, 69245.59661
99.3, 60980.39005
99.4, 52357.95691
99.5, 43400.46388
99.6, 34147.47662
99.7, 24644.15535
99.8, 14922.49086
99.9, 5013.30078
