120 kVp X-ray spectrum data of 12 degree tunsten target with 0.8 mmAl permanent filteration
Energy(keV),Fluence (cm⁻² keV⁻¹)
62.0, 4979975.26
62.1, 4965406.37
62.2, 4950924.146
62.3, 4936482.268
62.4, 4922008.853
62.5, 4907559.999
62.6, 4893147.089
62.7, 4878779.262
62.8, 4864447.868
62.9, 4850104.736
63.0, 4835760.769
63.1, 4821455.036
63.2, 4807192.132
63.3, 4793057.256
63.4, 4778998.675
63.5, 4764978.094
63.6, 4750921.672
63.7, 4736889.036
63.8, 4722894.682
63.9, 4708939.547
64.0, 4695011.598
64.1, 4681091.006
64.2, 4667164.255
64.3, 4653280.009
64.4, 4639441.428
64.5, 4625726.055
64.6, 4612064.96
64.7, 4598447.539
64.8, 4584807.693
64.9, 4571198.624
65.0, 4557622.045
65.1, 4544078.521
65.2, 4530537.805
65.3, 4517015.997
65.4, 4503497.342
65.5, 4490023.288
65.6, 4476597.556
65.7, 4463297.437
65.8, 4450045.366
65.9, 4436833.958
66.0, 4423590.355
66.1, 4410372.277
66.2, 4397186.043
66.3, 4384041.81
66.4, 4370892.22
66.5, 4357765.592
66.6, 4344644.997
66.7, 4331565.409
66.8, 4318522.232
66.9, 25552874.51
67.0, 4292729.325
67.1, 4279895.803
67.2, 45466187.52
67.3, 4254194.917
67.4, 4241390.898
67.5, 4228602.696
67.6, 4678866.249
67.7, 4787439.853
67.8, 4190306.118
67.9, 4177592.364
68.0, 4164914.461
68.1, 4152368.155
68.2, 4139854.256
68.3, 4127376.827
68.4, 4114869.451
68.5, 4102391.714
68.6, 4089944.675
68.7, 4077499.875
68.8, 4065075.585
68.9, 4052668.268
69.0, 4040273.452
69.1, 4027916.875
69.2, 18595668.23
69.3, 4003417.555
69.4, 4248439.102
69.5, 3528034.354
69.6, 5427849.724
69.7, 3391002.149
69.8, 3382769.129
69.9, 3374585.021
70.0, 3366242.501
70.1, 3357725.767
70.2, 3349211.345
70.3, 3340712.485
70.4, 3332228.886
70.5, 3323824.841
70.6, 3315428.037
70.7, 3307044.425
70.8, 3298616.708
70.9, 3290196.114
71.0, 3281771.884
71.1, 3273349.047
71.2, 3264989.801
71.3, 3256647.562
71.4, 3248310.988
71.5, 3239987.65
71.6, 3231682.494
71.7, 3223449.278
71.8, 3215220.341
71.9, 3207004.98
72.0, 3198750.624
72.1, 3190507.757
72.2, 3182249.406
72.3, 3173997.01
72.4, 3165790.534
72.5, 3157583.567
72.6, 3149383.958
72.7, 3141194.308
72.8, 3133026.084
72.9, 3124923.822
73.0, 3116825.159
73.1, 3108742.379
73.2, 3100616.869
73.3, 3092497.564
73.4, 3084362.747
73.5, 3076239.17
73.6, 3068122.374
73.7, 3059983.93
73.8, 3051855.124
73.9, 3043739.554
74.0, 3035653.271
74.1, 3027627.054
74.2, 3019603.683
74.3, 3011594.777
74.4, 3003545.457
74.5, 2995492.208
74.6, 2987434.366
74.7, 2979385.242
74.8, 2971349.478
74.9, 2963309.254
75.0, 2955282.605
75.1, 2947266.629
75.2, 2939279.956
75.3, 2931345.592
75.4, 2923413.4
75.5, 2915499.797
75.6, 2907549.561
75.7, 2899590.235
75.8, 2891635.956
75.9, 2883691.301
76.0, 2875748.578
76.1, 2867789.791
76.2, 2859841.878
76.3, 2851904.889
76.4, 2844000.867
76.5, 2836153.072
76.6, 2828311.731
76.7, 2820488.999
76.8, 2812618.956
76.9, 2804740.017
77.0, 2796869.179
77.1, 2789006.492
77.2, 2781143.98
77.3, 2773275.221
77.4, 2765420.145
77.5, 2757578.176
77.6, 2749773.497
77.7, 2742013.49
77.8, 2734262.232
77.9, 2726528.189
78.0, 2718737.417
78.1, 2710950.787
78.2, 2703174.215
78.3, 2695406.859
78.4, 2687635.974
78.5, 2679857.831
78.6, 2672092.357
78.7, 2664338.44
78.8, 2656626.334
78.9, 2648955.691
79.0, 2641291.336
79.1, 2633644.103
79.2, 2625933.227
79.3, 2618237.573
79.4, 2610550.681
79.5, 2602872.589
79.6, 2595188.803
79.7, 2587504.343
79.8, 2579834.046
79.9, 2572178.47
80.0, 2564546.579
80.1, 2556929.552
80.2, 2549319.166
80.3, 2541719.362
80.4, 2534067.808
80.5, 2526430.953
80.6, 2518804.327
80.7, 2511191.674
80.8, 2503569.406
80.9, 2495948.827
81.0, 2488342.561
81.1, 2480751.678
81.2, 2473201.221
81.3, 2465678.175
81.4, 2458160.385
81.5, 2450647.918
81.6, 2443100.243
81.7, 2435569.076
81.8, 2428046.865
81.9, 2420534.991
82.0, 2413013.257
82.1, 2405498.733
82.2, 2397998.181
82.3, 2390510.372
82.4, 2383063.91
82.5, 2375640.039
82.6, 2368223.828
82.7, 2360809.259
82.8, 2353369.718
82.9, 2345945.383
83.0, 2338529.414
83.1, 2331121.839
83.2, 2323705.163
83.3, 2316299.534
83.4, 2308904.879
83.5, 2301521.901
83.6, 2294176.846
83.7, 2286852.234
83.8, 2279529.005
83.9, 2272212.86
84.0, 2264876.371
84.1, 2257554.31
84.2, 2250240.735
84.3, 2242936.059
84.4, 2235619.935
84.5, 2228316.466
84.6, 2221025.885
84.7, 2213748.689
84.8, 2206504.922
84.9, 2199275.711
85.0, 2192043.53
85.1, 2184823.785
85.2, 2177587.987
85.3, 2170365.45
85.4, 2163152.498
85.5, 2155950.402
85.6, 2148741.535
85.7, 2141544.519
85.8, 2134358.842
85.9, 2127184.125
86.0, 2120039.531
86.1, 2112905.883
86.2, 2105771.132
86.3, 2098651.239
86.4, 2091523.847
86.5, 2084411.021
86.6, 2077307.107
86.7, 2070208.057
86.8, 2063103.669
86.9, 2056009.236
87.0, 2048924.772
87.1, 2041850.292
87.2, 2034801.139
87.3, 2027759.186
87.4, 2020724.404
87.5, 2013703.569
87.6, 2006677.073
87.7, 1999662.224
87.8, 1992657.652
87.9, 1985654.079
88.0, 1978647.771
88.1, 1971651.112
88.2, 1964665.526
88.3, 1957691.76
88.4, 1950740.381
88.5, 1943792.545
88.6, 1936852.432
88.7, 1929924.804
88.8, 1922998.295
88.9, 1916082.056
89.0, 1909174.352
89.1, 1902266.556
89.2, 1895359.983
89.3, 1888464.184
89.4, 1881578.171
89.5, 1874701.207
89.6, 1867838.573
89.7, 1860981.217
89.8, 1854133.45
89.9, 1847297.139
90.0, 1840467.832
90.1, 1833650.284
90.2, 1826839.931
90.3, 1820028.589
90.4, 1813219.174
90.5, 1806418.141
90.6, 1799625.504
90.7, 1792841.403
90.8, 1786066.41
90.9, 1779299.266
91.0, 1772540.702
91.1, 1765792.2
91.2, 1759055.296
91.3, 1752327.186
91.4, 1745605.641
91.5, 1738879.735
91.6, 1732157.855
91.7, 1725444.051
91.8, 1718739.219
91.9, 1712042.807
92.0, 1705350.466
92.1, 1698666.938
92.2, 1691994.961
92.3, 1685331.831
92.4, 1678685.344
92.5, 1672043.816
92.6, 1665408.598
92.7, 1658768.119
92.8, 1652133.8
92.9, 1645508.427
93.0, 1638890.829
93.1, 1632280.401
93.2, 1625673.2
93.3, 1619075.497
93.4, 1612486.76
93.5, 1605906.928
93.6, 1599347.401
93.7, 1592790.635
93.8, 1586239.32
93.9, 1579682.765
94.0, 1573132.715
94.1, 1566591.069
94.2, 1560056.769
94.3, 1553527.67
94.4, 1546996.459
94.5, 1540473.719
94.6, 1533960.326
94.7, 1527453.878
94.8, 1520971.567
94.9, 1514491.95
95.0, 1508016.857
95.1, 1501539.818
95.2, 1495069.126
95.3, 1488604.794
95.4, 1482146.944
95.5, 1475695.048
95.6, 1469236.945
95.7, 1462787.75
95.8, 1456350.107
95.9, 1449917.609
96.0, 1443516.052
96.1, 1437114.85
96.2, 1430716.343
96.3, 1424315.206
96.4, 1417919.859
96.5, 1411530.315
96.6, 1405149.711
96.7, 1398770.281
96.8, 1392382.54
96.9, 1386006.05
97.0, 1379640.813
97.1, 1373277.607
97.2, 1366949.202
97.3, 1360618.103
97.4, 1354287.995
97.5, 1347956.566
97.6, 1341630.11
97.7, 1335309.006
97.8, 1328998.725
97.9, 1322683.214
98.0, 1316359.258
98.1, 1310046.644
98.2, 1303742.792
98.3, 1297439.186
98.4, 1291175.328
98.5, 1284906.33
98.6, 1278637.078
98.7, 1272367.507
98.8, 1266102.402
98.9, 1259842.621
99.0, 1253595.482
99.1, 1247335.642
99.2, 1241066.903
99.3, 1234807.576
99.4, 1228557.039
99.5, 1222304.573
99.6, 1216097.777
99.7, 1209884.911
99.8, 1203671.183
99.9, 1197458.606
100.0, 1191246.465
100.1, 1185036.992
100.2, 1178836.355
100.3, 1172621.586
100.4, 1166400.224
100.5, 1160188.314
100.6, 1153985.638
100.7, 1147781.304
100.8, 1141623.796
100.9, 1135458.548
101.0, 1129292.394
101.1, 1123128.313
101.2, 1116967.863
101.3, 1110817.323
101.4, 1104671.82
101.5, 1098510.949
101.6, 1092343.337
101.7, 1086183.867
101.8, 1080032.55
101.9, 1073878.841
102.0, 1067770.946
102.1, 1061655.801
102.2, 1055537.614
102.3, 1049421.496
102.4, 1043310.247
102.5, 1037208.775
102.6, 1031112.356
102.7, 1024997.437
102.8, 1018877.579
102.9, 1012765.68
103.0, 1006661.754
103.1, 1000555.598
103.2, 994493.8051
103.3, 988423.7065
103.4, 982348.6817
103.5, 976275.96
103.6, 970210.1681
103.7, 964151.1628
103.8, 958097.5714
103.9, 952021.3548
104.0, 945941.839
104.1, 939869.5549
104.2, 933804.5161
104.3, 927736.8884
104.4, 921712.608
104.5, 915678.7392
104.6, 909639.558
104.7, 903602.7112
104.8, 897575.362
104.9, 891553.1265
105.0, 885534.1243
105.1, 879490.1778
105.2, 873444.7953
105.3, 867406.1879
105.4, 861374.3717
105.5, 855340.1699
105.6, 849347.9416
105.7, 843344.6692
105.8, 837336.5524
105.9, 831332.4677
106.0, 825336.7465
106.1, 819344.8144
106.2, 813354.7684
106.3, 807337.3757
106.4, 801320.2876
106.5, 795309.441
106.6, 789305.1747
106.7, 783297.9697
106.8, 777331.7407
106.9, 771353.0923
107.0, 765370.1609
107.1, 759393.2887
107.2, 753423.1137
107.3, 747454.5411
107.4, 741487.3366
107.5, 735490.3801
107.6, 729495.4413
107.7, 723506.4894
107.8, 717523.3527
107.9, 711537.0444
108.0, 705590.8521
108.1, 699631.3744
108.2, 693668.6255
108.3, 687716.2996
108.4, 681766.9799
108.5, 675819.1916
108.6, 669872.9713
108.7, 663895.3458
108.8, 657922.3361
108.9, 651955.3033
109.0, 645994.1799
109.1, 640030.3597
109.2, 634106.2469
109.3, 628167.4371
109.4, 622228.6391
109.5, 616298.2631
109.6, 610368.8222
109.7, 604440.3684
109.8, 598512.2275
109.9, 592551.9327
110.0, 586597.0509
110.1, 580647.5083
110.2, 574703.3807
110.3, 568756.3883
110.4, 562848.2593
110.5, 556924.8201
110.6, 551007.1974
110.7, 545094.0394
110.8, 539182.2797
110.9, 533271.9695
111.0, 527360.3685
111.1, 521419.5142
111.2, 515484.4234
111.3, 509555.1359
111.4, 503631.6908
111.5, 497706.1341
111.6, 491819.3048
111.7, 485918.6108
111.8, 480027.9033
111.9, 474139.9008
112.0, 468254.6389
112.1, 462372.1529
112.2, 456487.4847
112.3, 450577.3413
112.4, 444674.1992
112.5, 438778.0822
112.6, 432889.0142
112.7, 426999.3788
112.8, 421149.4269
112.9, 415289.8174
113.0, 409436.9201
113.1, 403586.908
113.2, 397739.8646
113.3, 391895.8722
113.4, 386047.9588
113.5, 380177.4925
113.6, 374314.3963
113.7, 368458.74
113.8, 362610.5931
113.9, 356762.7473
114.0, 350956.7798
114.1, 345142.6395
114.2, 339331.7731
114.3, 333522.7469
114.4, 327715.8056
114.5, 321911.1924
114.6, 316100.0778
114.7, 310268.4992
114.8, 304443.9985
114.9, 298626.8023
115.0, 292817.1352
115.1, 287008.3051
115.2, 281246.1947
115.3, 275481.2668
115.4, 269716.3866
115.5, 263952.3321
115.6, 258189.8761
115.7, 252429.786
115.8, 246661.827
115.9, 240877.0095
116.0, 235100.8007
116.1, 229333.9379
116.2, 223577.1536
116.3, 217824.6497
116.4, 212148.5989
116.5, 206481.1737
116.6, 200798.4357
116.7, 195103.6647
116.8, 189400.1191
116.9, 183691.0361
117.0, 177966.7844
117.1, 172225.1455
117.2, 166491.4626
117.3, 160768.8804
117.4, 155060.523
117.5, 149363.3644
117.6, 143863.0531
117.7, 138428.9584
117.8, 132909.6117
117.9, 127319.2174
118.0, 121671.8887
118.1, 115981.6485
118.2, 110247.7803
118.3, 104482.9078
118.4, 98720.50262
118.5, 92974.22202
118.6, 87257.63554
118.7, 81578.48275
118.8, 76171.84637
118.9, 70725.9703
119.0, 64989.82197
119.1, 58984.50449
119.2, 52730.98749
119.3, 46250.1079
119.4, 39555.59109
119.5, 32671.83206
119.6, 25627.51788
119.7, 18442.95064
119.8, 11138.30386
119.9, 3733.332982
120.0, 0.0000
